,TEAM,PTS_1H,PTS,HOME,OPP_EFG_PCT_RANK_LAST5,OPP_FTA_RATE_RANK_LAST5,OPP_TOV_PCT_RANK_LAST5,OPP_OREB_PCT_RANK_LAST5,OPP_EFG_PCT_RANK_LAST10,OPP_FTA_RATE_RANK_LAST10,OPP_TOV_PCT_RANK_LAST10,OPP_OREB_PCT_RANK_LAST10,OPP_EFG_PCT_RANK_LAST20,OPP_FTA_RATE_RANK_LAST20,OPP_TOV_PCT_RANK_LAST20,OPP_OREB_PCT_RANK_LAST20
200,MIL,63,108,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
201,UTA,53,123,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
202,POR,63,103,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
203,DEN,60,112,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
204,BKN,67,136,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
205,PHI,51,121,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
206,GSW,64,134,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
207,ATL,64,141,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
208,SAC,71,123,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
209,CHI,52,115,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
210,LAL,59,113,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
211,NYK,59,105,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
212,MIL,60,129,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
213,DAL,65,117,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
214,CLE,67,117,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
215,SAS,45,101,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
216,LAC,65,136,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
217,DET,59,125,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
218,MIA,56,110,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
219,WAS,59,102,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
220,PHX,63,120,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
221,ATL,66,129,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
222,SAC,71,133,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
223,IND,64,122,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
224,TOR,47,106,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
225,HOU,66,135,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
226,GSW,57,121,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
227,MEM,47,101,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
228,ORL,54,108,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
229,MIN,59,106,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
230,CHA,42,106,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
231,OKC,73,126,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
232,NOP,58,114,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
233,SAS,65,113,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
234,POR,55,108,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
235,DEN,59,120,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
236,LAL,60,114,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
237,BOS,46,105,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
238,IND,58,105,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
239,NYK,51,109,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
240,CLE,51,108,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
241,MEM,58,101,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
242,PHI,71,127,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
243,UTA,61,124,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
244,CHI,57,117,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
245,CHA,59,110,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
246,DET,57,121,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
247,CLE,64,128,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
248,LAC,66,125,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
249,WAS,60,109,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
250,SAC,55,106,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
251,MIA,59,115,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
252,NOP,61,110,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
253,HOU,54,99,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
254,DAL,48,87,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
255,MIN,52,121,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
256,ORL,57,108,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
257,SAS,51,98,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
258,DEN,51,100,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
259,OKC,47,105,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
260,PHX,64,136,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
261,BKN,61,120,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
262,MIL,65,116,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
263,POR,67,119,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
264,LAL,56,122,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
265,ATL,67,138,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
266,IND,66,124,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
267,BOS,81,129,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
268,UTA,49,103,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
269,NYK,57,118,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
270,TOR,53,118,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
271,CHI,63,107,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
272,PHI,50,107,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
273,GSW,52,119,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
274,NYK,46,113,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
275,CHA,43,92,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
276,LAC,52,108,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
277,CLE,56,118,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
278,NOP,60,112,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
279,BOS,50,118,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
280,UTA,57,114,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
281,BKN,71,147,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
282,PHX,62,118,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
283,MIA,49,105,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
284,LAL,60,119,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
285,HOU,78,135,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
286,SAC,47,103,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
287,MEM,50,94,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
288,MIN,49,107,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
289,OKC,47,101,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
290,WAS,54,118,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
291,SAS,58,113,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
292,ORL,77,129,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
293,DAL,61,131,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
294,MIL,56,107,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
295,DEN,56,113,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
296,PHI,55,104,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
297,POR,58,130,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
298,OKC,61,104,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
299,DET,70,120,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
300,MEM,53,110,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
301,IND,51,116,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
302,TOR,61,125,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
303,ATL,57,126,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
304,PHX,56,98,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
305,ORL,51,113,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
306,CHI,53,104,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
307,POR,42,96,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
308,WAS,61,118,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
309,DET,63,104,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
310,MIA,51,109,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
311,NYK,61,125,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
312,PHI,62,105,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
313,DEN,64,111,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
314,HOU,40,104,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
315,BKN,60,106,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
316,LAC,55,115,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
317,BOS,39,96,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
318,UTA,82,134,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
319,CHA,47,122,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
320,NOP,63,117,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
321,MIL,75,141,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
322,MIN,64,112,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
323,SAS,52,113,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
324,LAL,68,145,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
325,GSW,63,144,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
326,SAC,63,120,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
327,DAL,49,115,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
328,DAL,66,148,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
329,ATL,66,143,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
330,HOU,55,138,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
331,CHA,53,104,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
332,PHX,80,131,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
333,IND,70,133,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
334,LAC,66,127,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
335,TOR,52,107,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
336,ORL,59,106,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
337,MEM,68,107,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
338,CLE,54,112,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
339,MIL,57,100,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
340,OKC,50,107,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
341,NOP,41,83,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
342,POR,57,100,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
343,SAS,62,116,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
344,PHI,61,122,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
345,IND,73,134,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
346,UTA,64,123,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
347,WAS,56,108,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
348,MIN,60,96,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
349,BKN,48,94,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
350,BOS,77,143,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
351,MIA,64,110,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
352,DEN,41,84,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
353,NYK,62,122,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
354,SAC,75,134,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
355,GSW,72,133,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
356,CHI,57,132,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
357,LAL,73,141,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
358,CHA,52,106,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
359,DET,52,113,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
360,MIN,57,118,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
361,WAS,59,107,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
362,MEM,49,105,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
363,MIA,42,96,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
364,POR,57,137,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
365,HOU,63,131,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
366,CLE,51,116,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
367,MIL,61,126,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
368,PHX,57,132,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
369,DAL,58,109,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
370,OKC,63,140,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
371,SAS,52,114,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
372,ATL,68,112,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
373,GSW,69,134,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
374,DEN,54,114,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
375,IND,62,109,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
376,NYK,50,108,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
377,BKN,49,103,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
378,UTA,59,124,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
379,NOP,77,153,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
380,POR,66,109,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
381,OKC,58,111,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
382,LAL,64,116,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
383,LAC,77,127,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
384,MIL,58,122,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
385,DET,56,113,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
386,CLE,72,126,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
387,ORL,47,99,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
388,SAS,58,123,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
389,PHI,62,133,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
390,MEM,53,108,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
391,TOR,46,100,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
392,CHA,64,128,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
393,MIN,69,125,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
394,BOS,65,119,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
395,DAL,59,110,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
396,CHI,66,113,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
397,PHX,49,115,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
398,ATL,40,107,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
399,SAC,57,122,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
400,BKN,61,114,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
