,TEAM,PTS_1H,PTS,HOME,OPP_EFG_PCT_RANK_LAST5,OPP_FTA_RATE_RANK_LAST5,OPP_TOV_PCT_RANK_LAST5,OPP_OREB_PCT_RANK_LAST5,OPP_EFG_PCT_RANK_LAST10,OPP_FTA_RATE_RANK_LAST10,OPP_TOV_PCT_RANK_LAST10,OPP_OREB_PCT_RANK_LAST10,OPP_EFG_PCT_RANK_LAST20,OPP_FTA_RATE_RANK_LAST20,OPP_TOV_PCT_RANK_LAST20,OPP_OREB_PCT_RANK_LAST20
401,LAC,49,125,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
402,MIA,46,87,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
403,ORL,48,105,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
404,DEN,62,113,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
405,WAS,52,104,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
406,BOS,70,116,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
407,HOU,55,107,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
408,IND,61,110,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
409,PHX,65,117,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
410,POR,54,110,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
411,LAL,67,134,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
412,MIL,70,141,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
413,DET,67,135,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
414,PHI,46,97,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
415,CHA,45,89,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
416,SAS,72,131,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
417,WAS,66,127,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
418,CLE,59,116,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
419,ATL,45,95,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
420,TOR,57,100,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
421,NYK,59,126,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
422,MEM,40,96,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
423,CHI,50,125,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
424,UTA,51,126,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
425,HOU,64,127,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
426,OKC,57,102,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
427,MIN,54,97,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
428,SAS,58,120,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
429,CHA,66,124,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
430,PHI,68,124,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
431,ORL,60,109,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
432,DEN,55,102,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
433,BOS,61,100,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
434,ATL,57,109,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
435,MIA,56,108,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
436,PHX,69,123,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
437,NOP,52,109,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
438,IND,53,115,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
439,POR,64,118,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
440,BKN,62,130,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
441,LAL,68,112,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
442,WAS,45,109,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
443,NYK,46,113,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
444,CHI,63,116,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
445,TOR,58,110,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
446,OKC,76,134,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
447,UTA,67,129,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
448,MEM,55,103,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
449,MIN,50,118,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
450,IND,70,126,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
451,SAC,57,121,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
452,MIN,70,124,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
453,DET,62,117,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
454,ORL,51,104,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
455,ATL,49,106,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
456,SAS,45,98,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
457,BOS,70,117,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
458,MIL,41,95,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
459,CLE,66,135,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
460,HOU,46,94,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
461,NYK,48,109,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
462,MIA,43,97,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
463,TOR,78,121,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
464,CHA,61,112,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
465,NOP,66,132,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
466,DAL,53,110,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
467,LAL,55,127,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
468,BKN,52,103,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
469,POR,51,105,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
470,DEN,78,121,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
471,PHI,78,126,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
472,SAC,68,117,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
473,PHX,51,119,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
474,OKC,61,117,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
475,LAC,65,128,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
476,HOU,47,115,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
477,PHI,66,124,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
478,NOP,59,120,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
479,DAL,59,125,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
480,ORL,50,98,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
481,NYK,52,94,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
482,DET,63,129,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
483,WAS,62,117,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
484,SAS,34,99,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
485,ATL,69,109,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
486,GSW,56,107,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
487,MEM,54,116,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
488,CHI,46,91,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
489,CLE,60,109,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
490,MIA,31,96,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
491,BKN,45,95,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
492,BOS,61,105,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
493,TOR,55,96,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
494,IND,50,105,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
495,UTA,64,132,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
496,OKC,50,105,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
497,LAL,50,112,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
498,IND,57,109,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
499,DEN,60,117,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
500,CHA,31,87,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
501,MIA,52,104,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
502,SAC,66,142,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
503,MIL,68,143,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
504,LAC,45,105,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
505,MIN,46,109,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
506,PHX,71,127,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
507,POR,61,116,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
508,HOU,58,113,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
509,BOS,69,145,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
510,WAS,58,127,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
511,ATL,47,99,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
512,NYK,53,106,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
513,MEM,57,94,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
514,GSW,56,118,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
515,MIL,54,129,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
516,ORL,40,100,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
517,OKC,49,112,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
518,NOP,49,118,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
519,DAL,54,108,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
520,CHI,63,122,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
521,SAS,55,116,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
522,LAL,67,125,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
523,UTA,64,132,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
524,SAC,46,93,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
525,PHI,65,112,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
526,IND,68,126,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
527,ATL,62,108,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
528,HOU,55,112,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
529,DET,55,110,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
530,ORL,55,96,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
531,MIA,56,99,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
532,GSW,62,140,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
533,CHI,75,131,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
534,LAC,65,128,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
535,MEM,53,119,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
536,POR,42,93,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
537,MIN,63,116,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
538,CHA,45,99,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
539,SAS,66,135,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
540,TOR,47,113,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
541,UTA,64,145,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
542,NOP,51,113,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
543,DEN,66,125,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
544,BKN,34,102,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
545,CLE,54,111,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
546,BOS,38,102,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
547,MIL,75,135,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
548,POR,39,77,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
549,OKC,75,139,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
550,NYK,55,124,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
551,DAL,74,128,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
552,PHX,66,127,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
553,LAL,52,109,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
554,MIN,53,120,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
555,BOS,54,127,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
556,SAC,71,123,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
557,CHA,59,98,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
558,SAS,63,130,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
559,DET,51,108,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
560,WAS,55,104,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
561,IND,54,112,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
562,PHI,64,132,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
563,ATL,61,139,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
564,OKC,65,128,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
565,MIA,69,120,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
566,HOU,54,119,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
567,CHI,62,124,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
568,NOP,73,141,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
569,GSW,60,105,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
570,DEN,53,111,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
571,UTA,71,124,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
572,TOR,57,120,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
573,LAC,58,126,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
574,SAC,68,131,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
575,DET,65,110,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
576,MIN,67,113,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
577,ORL,37,92,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
578,POR,41,84,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
579,NYK,63,112,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
580,MEM,68,120,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
581,DAL,53,103,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
582,TOR,53,131,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
583,LAL,51,132,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
584,CHI,51,119,False,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
585,CHA,43,112,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
586,BOS,68,131,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
587,IND,59,133,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
588,OKC,67,136,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
589,WAS,61,128,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
590,HOU,59,113,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
591,MIA,59,120,True,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
592,UTA,77,132,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
593,MIL,46,116,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
594,PHX,63,111,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
595,LAC,71,138,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
596,SAS,56,115,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
597,CLE,62,117,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
598,POR,50,134,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
599,BKN,52,127,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
600,ATL,60,110,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
601,ORL,51,117,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
602,NOP,72,133,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
