,TEAM,PTS_1H,PTS,HOME,OPP_EFG_PCT_RANK_LAST5,OPP_FTA_RATE_RANK_LAST5,OPP_TOV_PCT_RANK_LAST5,OPP_OREB_PCT_RANK_LAST5,OPP_EFG_PCT_RANK_LAST10,OPP_FTA_RATE_RANK_LAST10,OPP_TOV_PCT_RANK_LAST10,OPP_OREB_PCT_RANK_LAST10,OPP_EFG_PCT_RANK_LAST20,OPP_FTA_RATE_RANK_LAST20,OPP_TOV_PCT_RANK_LAST20,OPP_OREB_PCT_RANK_LAST20
603,SAC,47,100,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
604,MIN,56,108,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
605,DAL,60,115,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
606,DET,57,114,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
607,DEN,65,131,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
608,MEM,58,121,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
609,PHX,63,115,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
610,TOR,76,133,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
611,GSW,49,118,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
612,LAC,53,103,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
613,LAL,49,106,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
614,BOS,58,118,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
615,IND,49,101,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
616,NYK,63,121,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
617,WAS,43,105,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
618,UTA,58,120,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
619,PHI,57,109,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
620,MIL,43,108,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
621,HOU,63,112,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
622,UTA,40,97,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
623,BOS,71,126,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
624,ATL,54,116,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
625,IND,78,150,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
626,OKC,47,115,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
627,BKN,75,124,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
628,WAS,40,90,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
629,CLE,52,114,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
630,NYK,75,128,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
631,PHI,55,92,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
632,CHA,41,91,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
633,CHI,47,104,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
634,MIN,56,122,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
635,HOU,46,95,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
636,LAC,56,111,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
637,NOP,41,95,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
638,POR,53,103,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
639,DAL,62,139,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
640,ORL,54,122,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
641,DEN,67,120,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
642,MIA,55,97,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
643,PHX,62,113,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
644,DET,46,109,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
645,GSW,50,113,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
646,MEM,58,127,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
647,LAL,59,113,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
648,TOR,57,130,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
649,SAC,77,135,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
650,MIL,64,125,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
651,SAS,59,121,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
652,DEN,70,130,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
653,GSW,63,127,True,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
654,WAS,55,101,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
655,CLE,67,140,True,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
656,MIL,68,130,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
657,IND,66,142,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
658,OKC,59,138,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
659,ATL,76,141,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
660,BKN,50,101,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
661,HOU,49,112,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
662,TOR,62,116,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
663,MEM,48,111,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
664,NOP,59,117,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
665,MIN,46,106,True,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
666,CHI,55,100,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
667,NYK,51,116,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
668,POR,47,97,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
669,DAL,78,126,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
670,LAC,70,131,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
671,PHX,51,122,True,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
672,DET,68,148,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
673,UTA,66,154,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
674,MIA,53,110,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
675,LAL,45,96,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
676,ORL,55,135,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
677,SAC,67,138,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
678,CHI,42,97,False,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
679,PHI,73,110,True,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
680,SAS,40,98,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
681,MEM,47,106,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
682,BKN,34,85,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
683,NOP,59,112,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
684,BOS,61,123,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
685,OKC,58,127,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
686,ORL,55,115,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
687,GSW,55,121,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
688,CHA,45,111,False,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
689,SAC,50,104,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
690,MIN,49,106,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
691,NYK,61,112,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
692,CLE,59,121,False,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
693,TOR,67,124,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
694,DET,55,113,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
695,HOU,59,136,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
696,IND,56,122,False,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
697,MIL,62,113,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
698,CHA,49,93,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
699,DEN,49,111,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
700,POR,47,88,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
701,PHX,55,109,True,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
702,DAL,55,90,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
703,UTA,62,127,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
704,MIA,58,104,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
705,LAC,59,121,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
706,ATL,70,130,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
707,WAS,58,126,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
708,LAL,57,109,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
709,NOP,74,129,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
710,BKN,56,108,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
711,OKC,59,124,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
712,BOS,65,134,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
713,SAS,53,101,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
714,SAC,70,123,False,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
715,MEM,58,92,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
716,ORL,58,107,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
717,PHX,67,112,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
718,MIA,53,109,False,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
719,UTA,54,117,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
720,TOR,44,127,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
721,DET,52,129,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
722,NYK,62,126,False,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
723,IND,64,140,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
724,PHI,48,92,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
725,CHI,56,105,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
726,LAL,57,106,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
727,MIN,61,108,True,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
728,DAL,63,132,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
729,GSW,54,122,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
730,NYK,44,108,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
731,ORL,55,117,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
732,BKN,53,104,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
733,WAS,54,110,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
734,SAC,53,117,False,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
735,ATL,71,110,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
736,TOR,53,118,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
737,BOS,68,120,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
738,MIL,52,119,False,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
739,CLE,59,111,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
740,PHI,62,131,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
741,HOU,63,127,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
742,OKC,54,119,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
743,DEN,48,93,True,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
744,CHA,58,119,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
745,PHX,68,133,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
746,SAS,56,128,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
747,POR,71,134,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
748,MEM,54,106,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
749,LAC,59,117,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
750,DET,66,122,False,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
751,BOS,47,128,True,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
752,IND,63,120,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
753,CHI,52,104,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
754,DAL,56,110,False,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
755,MIN,61,118,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
756,UTA,51,105,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
757,NOP,59,112,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
758,MEM,48,105,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
759,DEN,65,142,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
760,MIA,58,114,False,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
761,GSW,51,102,True,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
762,SAS,59,118,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
763,POR,45,105,True,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
764,CHA,57,112,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
765,LAL,58,133,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
766,PHI,52,112,False,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
767,ORL,46,92,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
768,TOR,59,132,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
769,WAS,50,102,True,16.0,14.0,19.0,18.0,21.0,4.0,19.0,28.0,23.0,3.0,9.0,30.0
770,MIL,66,144,False,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
771,BKN,59,122,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
772,PHX,73,129,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
773,HOU,55,113,True,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
774,NYK,60,120,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
775,OKC,69,129,True,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
776,CLE,54,113,False,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
777,DAL,69,110,True,11.0,7.0,23.0,19.0,3.0,2.0,23.0,17.0,3.0,6.0,10.0,8.0
778,BKN,61,118,False,21.0,30.0,4.0,2.0,23.0,27.0,26.0,1.0,26.0,25.0,28.0,4.0
779,DET,54,112,True,27.0,19.0,14.0,24.0,26.0,22.0,15.0,22.0,10.0,26.0,17.0,20.0
780,ORL,63,127,False,25.0,18.0,24.0,20.0,25.0,21.0,24.0,21.0,9.0,21.0,12.0,26.0
781,WAS,60,119,True,23.0,23.0,11.0,16.0,19.0,29.0,2.0,5.0,17.0,22.0,1.0,16.0
782,ATL,56,113,False,24.0,21.0,26.0,12.0,16.0,24.0,8.0,13.0,20.0,14.0,22.0,6.0
783,CHI,50,118,True,20.0,10.0,29.0,27.0,28.0,9.0,27.0,18.0,29.0,13.0,18.0,17.0
784,IND,64,123,False,12.0,26.0,20.0,17.0,14.0,25.0,12.0,10.0,15.0,24.0,11.0,15.0
785,HOU,67,117,True,26.0,9.0,5.0,11.0,18.0,18.0,7.0,26.0,27.0,28.0,4.0,19.0
786,MEM,43,116,False,18.0,22.0,1.0,22.0,12.0,16.0,1.0,20.0,12.0,12.0,5.0,13.0
787,NOP,48,115,True,6.0,11.0,2.0,29.0,20.0,13.0,3.0,27.0,21.0,10.0,2.0,28.0
788,MIN,60,106,False,9.0,13.0,7.0,23.0,10.0,7.0,6.0,24.0,4.0,11.0,3.0,23.0
789,OKC,66,129,True,2.0,29.0,8.0,21.0,1.0,30.0,4.0,11.0,2.0,29.0,6.0,1.0
790,UTA,64,130,False,28.0,2.0,6.0,14.0,24.0,6.0,9.0,11.0,22.0,4.0,7.0,18.0
791,SAS,60,118,True,30.0,17.0,30.0,10.0,30.0,12.0,30.0,15.0,28.0,15.0,29.0,11.0
792,SAC,60,113,False,22.0,28.0,17.0,28.0,11.0,23.0,13.0,30.0,24.0,27.0,16.0,27.0
793,POR,67,130,True,19.0,27.0,25.0,8.0,29.0,26.0,16.0,3.0,25.0,19.0,13.0,7.0
794,CHA,50,104,False,15.0,3.0,22.0,25.0,13.0,3.0,17.0,25.0,11.0,8.0,15.0,24.0
795,LAC,55,113,True,3.0,8.0,18.0,6.0,17.0,15.0,11.0,4.0,30.0,17.0,20.0,3.0
796,MIL,51,122,False,29.0,20.0,10.0,7.0,27.0,14.0,5.0,6.0,5.0,5.0,19.0,5.0
797,NYK,62,129,True,17.0,16.0,15.0,5.0,15.0,17.0,10.0,7.0,18.0,18.0,27.0,2.0
798,GSW,54,114,False,14.0,12.0,21.0,4.0,7.0,19.0,21.0,8.0,7.0,20.0,26.0,10.0
799,DEN,53,120,True,13.0,24.0,12.0,13.0,4.0,20.0,22.0,9.0,14.0,16.0,23.0,14.0
800,BOS,58,126,False,7.0,1.0,27.0,30.0,9.0,1.0,28.0,29.0,16.0,1.0,25.0,25.0
801,LAL,57,115,True,5.0,6.0,28.0,3.0,2.0,5.0,29.0,19.0,1.0,2.0,30.0,12.0
802,PHI,49,113,False,8.0,5.0,3.0,1.0,8.0,8.0,20.0,2.0,6.0,9.0,14.0,9.0
803,MIA,63,119,True,10.0,25.0,9.0,9.0,22.0,28.0,18.0,16.0,19.0,30.0,8.0,29.0
804,DAL,64,128,False,4.0,15.0,12.0,26.0,6.0,10.0,14.0,23.0,8.0,7.0,21.0,22.0
805,PHX,54,114,True,1.0,4.0,16.0,15.0,5.0,11.0,25.0,14.0,13.0,23.0,24.0,21.0
