,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK
0,1610612737,Atlanta Hawks,10,5,5,0.5,485.0,0.551,0.257,0.107,0.301,0.581,0.216,0.12,0.273,1,14,14,14,4,16,9,2,10,28,9,27,16
1,1610612738,Boston Celtics,10,9,1,0.9,480.0,0.61,0.201,0.126,0.257,0.511,0.192,0.113,0.274,1,1,1,1,10,1,28,8,19,2,6,29,17
2,1610612751,Brooklyn Nets,10,3,7,0.3,480.0,0.544,0.201,0.121,0.249,0.576,0.265,0.131,0.29,1,23,23,23,10,18,26,6,22,26,23,15,22
3,1610612766,Charlotte Hornets,10,4,6,0.4,480.0,0.531,0.203,0.139,0.234,0.554,0.222,0.145,0.247,1,19,19,19,10,22,25,21,28,13,11,4,4
4,1610612741,Chicago Bulls,10,5,5,0.5,490.0,0.553,0.247,0.123,0.279,0.561,0.266,0.138,0.268,1,14,14,14,1,15,11,7,15,17,24,10,10
5,1610612739,Cleveland Cavaliers,10,7,3,0.7,480.0,0.579,0.237,0.128,0.253,0.514,0.183,0.127,0.273,1,5,5,5,10,6,13,12,21,3,2,23,15
6,1610612742,Dallas Mavericks,10,8,2,0.8,480.0,0.59,0.282,0.136,0.237,0.526,0.221,0.123,0.269,1,2,2,2,10,3,2,20,26,6,10,25,12
7,1610612743,Denver Nuggets,10,6,4,0.6,480.0,0.533,0.206,0.13,0.32,0.528,0.239,0.128,0.278,1,12,12,12,10,21,24,15,5,7,18,22,18
8,1610612765,Detroit Pistons,10,3,7,0.3,485.0,0.546,0.218,0.145,0.294,0.571,0.278,0.123,0.23,1,23,23,23,4,17,18,26,11,24,27,26,1
9,1610612744,Golden State Warriors,10,8,2,0.8,485.0,0.557,0.179,0.134,0.335,0.516,0.236,0.132,0.262,1,2,2,2,4,12,30,18,2,5,17,13,9
10,1610612745,Houston Rockets,10,3,7,0.3,480.0,0.514,0.267,0.143,0.32,0.543,0.276,0.132,0.283,1,23,23,23,10,28,6,23,4,12,26,14,19
11,1610612754,Indiana Pacers,10,5,5,0.5,480.0,0.585,0.209,0.127,0.228,0.564,0.24,0.138,0.305,1,14,14,14,10,4,23,11,30,18,19,9,25
12,1610612746,LA Clippers,10,7,3,0.7,480.0,0.559,0.277,0.135,0.257,0.554,0.183,0.131,0.305,1,5,5,5,10,11,3,19,20,14,3,18,24
13,1610612747,Los Angeles Lakers,10,7,3,0.7,480.0,0.578,0.275,0.106,0.231,0.532,0.152,0.114,0.321,1,5,5,5,10,7,4,1,29,9,1,28,29
14,1610612763,Memphis Grizzlies,10,2,8,0.2,480.0,0.529,0.201,0.148,0.237,0.565,0.226,0.148,0.308,1,26,26,26,10,23,27,28,25,20,14,3,26
15,1610612748,Miami Heat,10,7,3,0.7,480.0,0.534,0.239,0.121,0.261,0.515,0.197,0.134,0.244,1,5,5,5,10,20,12,5,18,4,7,11,3
16,1610612749,Milwaukee Bucks,10,4,6,0.4,480.0,0.556,0.237,0.126,0.235,0.556,0.222,0.143,0.268,1,19,19,19,10,13,14,9,27,15,12,5,10
17,1610612750,Minnesota Timberwolves,10,7,3,0.7,485.0,0.57,0.261,0.133,0.303,0.497,0.302,0.139,0.256,1,5,5,5,4,10,8,17,9,1,30,8,7
18,1610612740,New Orleans Pelicans,10,8,2,0.8,480.0,0.553,0.219,0.129,0.318,0.537,0.243,0.165,0.286,1,2,2,2,10,14,17,14,6,10,20,1,20
19,1610612752,New York Knicks,10,5,5,0.5,480.0,0.526,0.212,0.119,0.323,0.581,0.227,0.14,0.254,1,14,14,14,10,24,22,4,3,27,15,6,6
20,1610612760,Oklahoma City Thunder,10,7,3,0.7,490.0,0.593,0.236,0.127,0.24,0.539,0.206,0.139,0.302,1,5,5,5,1,2,15,10,24,11,8,7,23
21,1610612753,Orlando Magic,10,7,3,0.7,485.0,0.577,0.252,0.151,0.311,0.565,0.284,0.15,0.252,1,5,5,5,4,9,10,29,8,19,29,2,5
22,1610612755,Philadelphia 76ers,10,4,6,0.4,480.0,0.52,0.214,0.112,0.294,0.57,0.282,0.13,0.272,1,19,19,19,10,26,20,3,12,22,28,19,14
23,1610612756,Phoenix Suns,10,6,4,0.6,480.0,0.584,0.313,0.148,0.262,0.531,0.228,0.133,0.31,1,12,12,12,10,5,1,27,17,8,16,12,27
24,1610612757,Portland Trail Blazers,10,2,8,0.2,485.0,0.515,0.275,0.144,0.315,0.558,0.264,0.129,0.331,1,26,26,26,4,27,5,25,7,16,21,21,30
25,1610612758,Sacramento Kings,10,5,5,0.5,480.0,0.578,0.217,0.128,0.244,0.581,0.272,0.131,0.239,1,14,14,14,10,8,19,13,23,29,25,17,2
26,1610612759,San Antonio Spurs,10,1,9,0.1,480.0,0.509,0.213,0.144,0.284,0.571,0.185,0.131,0.262,1,29,29,29,10,30,21,24,14,23,4,16,8
27,1610612761,Toronto Raptors,10,4,6,0.4,490.0,0.524,0.219,0.133,0.286,0.568,0.19,0.13,0.317,1,19,19,19,1,25,16,16,13,21,5,20,28
28,1610612762,Utah Jazz,10,2,8,0.2,480.0,0.542,0.265,0.156,0.351,0.595,0.224,0.101,0.271,1,26,26,26,10,19,7,30,1,30,13,30,13
29,1610612764,Washington Wizards,10,0,10,0.0,480.0,0.51,0.19,0.141,0.264,0.573,0.264,0.126,0.29,1,30,30,30,10,29,29,22,16,25,22,24,21
